Date,Close,Delta_volume,SMA_26,SMA_55,adx,obv,bb_bbh,bb_bbl,lower_wick,upper_wick,body_size
2025-05-01 00:54:00,1797.41,64.8134,1795.9492307692308,1795.6756363636364,13.25890030681509,2135.9486999999995,1798.7984637709906,1794.2165362290098,0.01999999999998181,0.1999999999998181,0.08000000000015461
2025-05-01 00:55:00,1796.4,-177.09069999999997,1796.0253846153844,1795.7234545454544,12.784008976992792,1839.6103999999996,1798.7562048179398,1794.4057951820596,0.37000000000011823,0.0,-1.009999999999991
2025-05-01 00:56:00,1796.08,-40.89229999999999,1796.113076923077,1795.772181818182,12.49344987781467,1755.1036999999997,1798.6924059510943,1794.5855940489055,0.1899999999998272,0.009999999999990905,-0.3200000000001637
2025-05-01 00:57:00,1796.22,-16.5674,1796.2111538461538,1795.812181818182,12.223645000006416,1795.7694999999997,1798.4003247172739,1795.1086752827266,0.16999999999984539,0.0,0.14000000000010004
2025-05-01 00:58:00,1796.57,-73.0859,1796.3103846153847,1795.8845454545456,11.856131304840687,1904.3503999999996,1798.382781117006,1795.2032188829942,0.0,0.5600000000001728,0.34999999999990905
2025-05-01 00:59:00,1797.75,16.563700000000004,1796.445,1795.922,12.163537947872827,1930.8614999999995,1798.3463059147205,1795.512694085279,0.0,0.009999999999990905,1.1800000000000637
2025-05-01 01:00:00,1798.88,54.30789999999999,1796.6173076923076,1795.9754545454543,13.392896357721611,2115.1305999999995,1798.6222924002898,1795.5577075997096,0.0,0.0,1.1200000000001182
2025-05-01 01:01:00,1799.4,23.682199999999995,1796.7892307692307,1796.0261818181818,14.902966569026692,2252.2383999999993,1799.031098316616,1795.4609016833838,0.0,0.0,0.5199999999999818
2025-05-01 01:02:00,1799.99,120.39959999999999,1796.9842307692306,1796.0914545454546,16.694325251888248,2498.1587999999992,1799.5163697700686,1795.354630229932,0.0,0.009999999999990905,0.599999999999909
2025-05-01 01:03:00,1800.25,-10.957699999999988,1797.2280769230772,1796.1489090909092,18.68318406942982,2670.1826999999994,1799.994848440221,1795.2361515597788,0.16000000000008185,0.2999999999999545,0.25
2025-05-01 01:04:00,1802.05,267.38200000000006,1797.4684615384615,1796.2352727272728,21.833731181690474,3356.466299999999,1800.8686378971302,1794.96736210287,0.0,1.7999999999999545,1.8099999999999454
2025-05-01 01:05:00,1801.31,-124.60519999999998,1797.7103846153846,1796.2952727272725,24.75923921450394,3183.339899999999,1801.3921937374853,1794.894806262514,0.0,0.009999999999990905,-0.7400000000000091
2025-05-01 01:06:00,1803.3,192.1957,1798.003846153846,1796.3734545454545,27.81149851193257,3583.126199999999,1802.3639095449298,1794.5230904550704,0.7100000000000364,0.009999999999990905,1.990000000000009
2025-05-01 01:07:00,1802.71,-14.572500000000005,1798.2511538461538,1796.4674545454548,30.645739288116296,3504.152099999999,1803.012446155289,1794.3765538447112,0.30999999999994543,0.0,-0.599999999999909
2025-05-01 01:08:00,1803.33,12.094400000000007,1798.5253846153848,1796.601818181818,33.478854100883595,3622.3086999999987,1803.711763507606,1794.2402364923942,0.049999999999954525,0.7899999999999636,0.6199999999998909
2025-05-01 01:09:00,1804.14,627.9521,1798.8134615384615,1796.757090909091,36.60007532853251,5206.800599999999,1804.48284473246,1794.1701552675397,0.0,2.589999999999918,0.8100000000001728
2025-05-01 01:10:00,1803.84,15.852400000000017,1799.115,1796.884909090909,39.49835218277793,5017.935999999999,1805.0816495839551,1794.211350416045,0.34999999999990905,0.35999999999989996,-0.3000000000001819
2025-05-01 01:11:00,1802.85,-68.4946,1799.3476923076923,1797.0374545454545,40.718423335023125,4728.954199999998,1805.43983963732,1794.3401603626803,0.6399999999998727,0.0,-0.9800000000000182
2025-05-01 01:12:00,1802.44,-33.212999999999994,1799.5453846153846,1797.1950909090908,41.85134654782223,4633.831799999998,1805.6965124462579,1794.528487553742,0.10000000000013642,0.16000000000008185,-0.3999999999998636
2025-05-01 01:13:00,1802.12,17.850300000000004,1799.7157692307692,1797.3445454545454,42.45118473575251,4528.718499999998,1805.8482991184944,1794.8557008815058,0.1799999999998363,0.4199999999998454,-0.3100000000001728
2025-05-01 01:14:00,1802.85,7.045600000000007,1799.9138461538462,1797.4874545454545,42.8470919968373,4660.048299999999,1806.0489696773307,1795.199030322669,0.30999999999994543,0.0,0.7400000000000091
2025-05-01 01:15:00,1804.2,-1.5899999999999963,1800.1857692307692,1797.6541818181818,43.71565358885475,4720.561899999999,1806.2876150788582,1795.7403849211425,0.0,0.0,1.3600000000001273
2025-05-01 01:16:00,1805.59,168.9531,1800.499230769231,1797.857090909091,45.132672520005784,5100.423999999999,1806.6106032990904,1796.36839670091,0.21000000000003638,0.790000000000191,1.3999999999998636
2025-05-01 01:17:00,1805.47,69.64080000000001,1800.7873076923076,1798.0618181818181,46.448475813217456,4935.060199999999,1806.7463116294157,1797.1576883705843,0.2699999999999818,0.11000000000012733,-0.10999999999989996
2025-05-01 01:18:00,1805.3,-14.915599999999984,1801.0684615384614,1798.2418181818182,47.89833390004032,4635.057199999999,1806.7096029841864,1798.0673970158132,0.0,1.1700000000000728,-0.17000000000007276
2025-05-01 01:19:00,1804.15,-48.52020000000001,1801.3307692307692,1798.4027272727274,48.0239112355232,4472.866399999999,1806.526846631717,1798.8901533682829,0.0,0.0,-1.1499999999998636
2025-05-01 01:20:00,1804.85,72.67470000000002,1801.6169230769228,1798.5672727272727,48.02883939240006,4578.897499999999,1806.5011499681532,1799.512850031847,0.11000000000012733,0.009999999999990905,0.6999999999998181
2025-05-01 01:21:00,1804.9,-16.56519999999999,1801.9438461538462,1798.7327272727273,48.251157160684144,4683.753499999999,1806.4476253726464,1800.1163746273535,0.0,0.5699999999999363,0.040000000000190994
2025-05-01 01:22:00,1804.92,21.858000000000004,1802.2838461538463,1798.9256363636364,48.51103929674333,4782.530499999999,1806.382845984624,1800.6741540153753,0.0,0.6999999999998181,0.01999999999998181
2025-05-01 01:23:00,1802.68,-195.25060000000002,1802.5323076923075,1799.0767272727273,46.61610596466881,4431.112699999999,1806.116276545714,1801.1837234542852,0.009999999999990905,0.0,-2.25
2025-05-01 01:24:00,1801.83,-126.53390000000002,1802.7346153846154,1799.2114545454547,44.21205013225811,4240.471199999999,1806.1355007510394,1801.1424992489603,0.0,0.0,-0.8400000000001455
2025-05-01 01:25:00,1801.13,-81.47460000000001,1802.8646153846155,1799.3447272727274,41.477458358238074,4099.288199999999,1806.1610788213611,1801.0989211786396,0.0,0.060000000000172804,-0.6999999999998181
2025-05-01 01:26:00,1802.36,6.997699999999995,1802.9984615384617,1799.5027272727275,39.22761341156804,4185.809699999999,1806.1711120532043,1800.9948879467959,0.3100000000001728,0.0,1.2299999999997908
2025-05-01 01:27:00,1802.87,8.322900000000004,1803.1319230769232,1799.6641818181818,37.458086240540645,4260.224399999999,1806.1692389338345,1801.0127610661652,0.0,0.020000000000209184,0.5099999999999909
2025-05-01 01:28:00,1803.19,-31.813000000000002,1803.255,1799.8267272727273,35.52812804173508,4368.447399999999,1806.1657931752836,1801.0022068247165,0.8699999999998909,0.009999999999990905,0.3200000000001637
2025-05-01 01:29:00,1802.0,-26.153299999999994,1803.322307692308,1799.9649090909093,33.736023999987054,4331.115499999999,1806.134036695257,1800.8199633047432,0.0,0.009999999999990905,-1.1900000000000546
2025-05-01 01:30:00,1803.01,24.283500000000004,1803.3592307692309,1800.111818181818,32.33537473318757,4531.417399999999,1806.0944883414456,1800.776511658555,0.31999999999993634,0.5699999999999363,1.0199999999999818
2025-05-01 01:31:00,1802.29,-7.330200000000001,1803.396923076923,1800.2458181818183,31.034771842588047,4472.816,1806.1021159280947,1800.712884071905,0.0,0.19000000000005457,-0.7100000000000364
2025-05-01 01:32:00,1804.0,97.8173,1803.423846153846,1800.4292727272727,30.39382504015932,4593.4610999999995,1806.1537614189658,1800.8172385810342,0.0,0.0,1.7100000000000364
2025-05-01 01:33:00,1804.51,47.1447,1803.4930769230768,1800.5876363636362,30.12688365581909,4798.6488,1806.2316899322038,1800.9783100677962,0.009999999999990905,0.0,0.5099999999999909
2025-05-01 01:34:00,1804.5,25.168300000000002,1803.538076923077,1800.76,30.049381527661886,4731.9065,1806.317799412603,1801.057200587397,0.2400000000000091,0.2699999999999818,-0.009999999999990905
2025-05-01 01:35:00,1804.51,9.513099999999994,1803.5523076923077,1800.9207272727272,30.016557441690235,4790.8628,1806.3488049814641,1801.0571950185358,0.009999999999990905,0.32999999999992724,0.009999999999990905
2025-05-01 01:36:00,1804.99,15.692600000000027,1803.5965384615386,1801.079090909091,30.26276304917297,4923.4694,1806.2451205259358,1801.1008794740642,0.05999999999994543,0.2699999999999818,0.4800000000000182
2025-05-01 01:37:00,1804.11,219.39420000000007,1803.645,1801.222909090909,30.733180386514043,4555.7936,1806.0523781889895,1801.1576218110106,0.009999999999990905,0.650000000000091,-0.8800000000001091
2025-05-01 01:38:00,1805.55,32.05960000000002,1803.7646153846156,1801.3847272727273,31.415967644828253,4710.1554,1806.1016567985823,1801.1333432014183,0.0,0.4900000000000091,1.4500000000000455
2025-05-01 01:39:00,1802.65,-208.5787,1803.7849999999999,1801.5056363636363,30.291202846604055,4461.6314999999995,1806.0483002713588,1801.0366997286412,0.0,0.0,-2.8899999999998727
2025-05-01 01:40:00,1800.96,-159.3607,1803.7123076923078,1801.5812727272728,28.648397107187396,4178.2973999999995,1806.0162698514102,1800.6797301485906,0.21000000000003638,0.4299999999998363,-1.6900000000000546
2025-05-01 01:41:00,1800.71,-189.46619999999993,1803.5780769230769,1801.6432727272725,27.442058337018295,3669.2621999999997,1805.9410293932349,1800.3359706067656,0.41000000000008185,0.009999999999990905,-0.2699999999999818
2025-05-01 01:42:00,1801.67,18.467899999999986,1803.4273076923077,1801.7156363636363,25.647574256733737,3830.8293,1805.7228338136745,1800.2291661863258,0.2999999999999545,0.11999999999989086,0.9500000000000455
2025-05-01 01:43:00,1801.36,32.620599999999996,1803.2692307692307,1801.7821818181817,23.981267610755218,3764.3711,1805.7441559590022,1800.0758440409984,0.849999999999909,0.0,-0.3200000000001637
2025-05-01 01:44:00,1803.9,50.162400000000005,1803.215384615385,1801.9052727272729,23.78402256904416,3857.4673,1805.8334877659215,1800.193512234079,0.0,0.2199999999997999,2.540000000000191
2025-05-01 01:45:00,1803.31,1.6300000000000097,1803.183076923077,1802.0120000000002,23.600866458883893,3749.7524999999996,1805.8081796160272,1800.4368203839726,0.2400000000000091,0.10999999999989996,-0.5800000000001546
2025-05-01 01:46:00,1801.64,-68.9702,1803.0596153846154,1802.0785454545453,22.259952181670062,3647.5833,1805.8307614671244,1800.3422385328754,0.0,0.0,-1.6599999999998545
2025-05-01 01:47:00,1802.51,59.88820000000001,1802.9676923076925,1802.1607272727272,21.014817495685794,3757.7518999999998,1805.8229093740665,1800.3140906259337,0.009999999999990905,0.2899999999999636,0.8599999999999
2025-05-01 01:48:00,1802.01,-19.5779,1802.8557692307693,1802.2458181818183,20.21200912379674,3637.56,1805.8012698687294,1800.2177301312709,0.0,0.7899999999999636,-0.5
2025-05-01 01:49:00,1801.14,1.2612999999999914,1802.7965384615386,1802.3136363636363,18.929875474512162,3534.4413,1805.8443066300474,1800.0886933699526,0.2300000000000182,0.0,-0.8699999999998909
2025-05-01 01:50:00,1803.79,67.0781,1802.871923076923,1802.448,18.5935772060011,3616.585,1805.905661892023,1800.1053381079764,0.0,0.009999999999990905,2.6599999999998545
