Date,Close,Delta_volume,SMA_26,SMA_55,adx,obv,atr,bb_bbh,bb_bbl,lower_wick,upper_wick,body_size
2024-04-03 06:00:00,3310.27,1384.6291,3301.757692307692,3411.311818181818,55.330813923447394,-256102.3283999999,38.30576431051635,3325.943056437174,3246.2659435628257,3.230000000000018,3.130000000000109,17.23999999999978
2024-04-03 07:00:00,3305.53,-1881.4292999999998,3299.2938461538465,3405.495818181818,54.24579768825712,-270028.7992999999,36.931781145479476,3325.4574056372558,3246.4405943627453,4.890000000000327,9.440000000000055,-4.739999999999782
2024-04-03 08:00:00,3344.0,1566.568199999998,3297.8176923076926,3400.663272727272,51.71698207397152,-244892.25729999988,39.12308249223095,3335.07653713201,3241.5184628679913,15.550000000000182,13.579999999999927,38.48000000000002
2024-04-03 09:00:00,3346.62,35.01789999999892,3297.191538461539,3395.819818181818,49.368796146420614,-228779.9093999999,38.250005171357316,3344.532563629546,3239.628436370454,15.789999999999964,8.490000000000236,2.619999999999891
2024-04-03 10:00:00,3318.75,-2207.042800000001,3296.558461538462,3390.516727272727,47.734761702739036,-243686.6975999999,38.541433373403216,3347.082979489257,3239.627020510744,12.900000000000091,1.569999999999709,-27.860000000000127
2024-04-03 11:00:00,3317.53,-1084.1039000000019,3295.4861538461537,3385.373454545454,46.55845866276668,-261394.3328999999,38.34918813244584,3345.9804528232276,3248.4695471767723,26.980000000000018,7.639999999999873,-1.2300000000000182
2024-04-03 12:00:00,3310.04,888.7302,3294.790769230769,3381.737818181818,45.363163353706966,-273784.5742999999,37.63924612298541,3345.820690703064,3253.479309296936,9.61999999999989,11.299999999999727,-7.4900000000002365
2024-04-03 13:00:00,3311.87,517.6815000000006,3294.9150000000004,3377.5481818181815,44.432571025054514,-261130.8417999999,36.833585685629295,3346.012675602876,3257.5743243971237,17.23999999999978,7.289999999999964,1.8299999999999272
2024-04-03 14:00:00,3357.65,3436.565999999999,3297.2465384615384,3374.1076363636366,41.83486289072571,-231900.3129999999,37.89618670808435,3354.562886176054,3257.3141138239466,0.0,5.929999999999836,45.7800000000002
2024-04-03 15:00:00,3329.2,-377.186099999999,3299.486538461538,3370.380363636363,39.46534834692675,-250999.2222999999,38.6328876575069,3356.3178569752445,3260.7261430247554,18.799999999999727,0.9600000000000364,-28.450000000000273
2024-04-03 16:00:00,3349.15,280.89740000000165,3301.6361538461542,3366.9116363636363,36.95355002185342,-232688.0112999999,38.845538539113555,3359.9444729749384,3265.0325270250623,3.4200000000000728,18.25,19.940000000000055
2024-04-03 17:00:00,3324.52,-1646.3580000000002,3304.8819230769227,3362.876545454546,35.1482519726851,-247100.1698999999,39.52728578631972,3358.0463726326675,3272.763627367332,15.7199999999998,8.050000000000182,-24.61999999999989
2024-04-03 18:00:00,3333.97,-2111.1890999999996,3307.6676923076925,3359.167272727273,34.22151867834547,-226450.3065999999,40.498193944439734,3359.804344748392,3274.5686552516077,43.30000000000018,0.36000000000012733,9.459999999999582
2024-04-03 19:00:00,3314.29,1571.1870999999992,3309.409615384616,3354.736,33.08770356859332,-237974.7874999999,39.76975151983691,3357.8531733157843,3280.0528266842157,3.2899999999999636,7.330000000000382,-19.679999999999836
2024-04-03 20:00:00,3305.78,1297.7011000000002,3310.6030769230774,3350.2009090909087,32.495430438761325,-251050.54579999988,38.54691212556282,3355.0616609206286,3285.6173390793706,12.5,1.6499999999996362,-8.5
2024-04-03 21:00:00,3318.4,-497.32880000000114,3312.175,3346.7447272727277,32.068634726140196,-235364.0417999999,38.04284697373692,3354.4678535433645,3288.351146456636,17.38000000000011,1.4800000000000182,12.63000000000011
2024-04-03 22:00:00,3318.56,-424.2468999999983,3314.049615384615,3344.463272727273,31.567675055249335,-215171.3886999999,36.304072189898555,3354.4232394886685,3289.534760511332,9.900000000000091,3.6399999999998727,0.15999999999985448
2024-04-03 23:00:00,3310.83,356.0101000000004,3315.7665384615384,3342.0240000000003,30.940326119939776,-221929.8701999999,34.82878131919152,3354.440191189378,3289.059808810622,0.8400000000001455,7.079999999999927,-7.730000000000018
2024-04-04 00:00:00,3327.8,991.6736999999994,3316.8996153846156,3339.9194545454548,30.00563967940037,-214429.45689999987,34.44815408210641,3355.027680677372,3289.752319322629,7.329999999999927,5.199999999999818,16.970000000000255
2024-04-04 01:00:00,3321.45,-868.6057000000001,3318.533846153846,3337.639818181818,29.137716556042353,-223246.33259999988,33.49471450481309,3353.560107375529,3294.060892624472,9.549999999999727,5.210000000000036,-6.3400000000001455
2024-04-04 02:00:00,3274.64,-5505.5689999999995,3318.402692307692,3333.7909090909093,29.682631437372354,-247657.23819999988,35.17152061161214,3358.3501062055943,3285.7078937944057,10.009999999999764,0.15999999999985448,-46.80000000000018
2024-04-04 03:00:00,3274.37,-1348.495499999999,3317.532307692308,3329.761454545455,30.230169760786595,-262920.21409999987,34.31926913935411,3361.8152372767727,3279.1267627232273,11.509999999999764,11.460000000000036,-0.2699999999999818
2024-04-04 04:00:00,3287.4,-392.59990000000107,3316.7719230769226,3326.026909090909,31.01890825230551,-234898.82919999986,34.82789277225739,3359.89411581408,3275.387884185921,23.460000000000036,4.960000000000036,13.019999999999982
2024-04-04 05:00:00,3296.0,-365.52619999999933,3316.0253846153846,3322.2412727272726,31.18725093218715,-227660.22819999987,33.835900431381866,3356.163770106995,3274.0562298930045,5.489999999999782,6.8400000000001455,8.610000000000127
2024-04-04 06:00:00,3310.67,337.7331000000004,3315.858846153846,3318.7298181818182,30.854543982691016,-219537.68609999988,32.69047897199746,3355.767563243476,3273.644436756523,1.550000000000182,1.5900000000001455,14.659999999999854
2024-04-04 07:00:00,3322.79,-13.687299999999595,3317.003076923077,3315.7443636363637,29.50389034337391,-207048.6287999999,32.70258761685479,3356.166700372691,3273.771299627309,9.059999999999945,11.670000000000073,12.13000000000011
2024-04-04 08:00:00,3331.41,-700.2061000000012,3317.816153846154,3312.802727272727,28.145137609438013,-197995.5910999999,31.610259929936582,3357.773408220596,3274.3015917794037,3.380000000000109,5.420000000000073,8.609999999999673
2024-04-04 09:00:00,3338.2,-790.3378000000002,3319.0726923076923,3312.293818181818,26.65395159186341,-190943.8976999999,30.273098506369674,3360.129168217063,3274.5788317829374,2.4299999999998363,3.6700000000000728,6.789999999999964
2024-04-04 10:00:00,3341.41,-342.40290000000095,3318.9730769230764,3311.845272727273,24.828360345117847,-181798.3215999999,29.87644861305754,3356.7671456678286,3276.3168543321713,7.429999999999836,14.070000000000164,3.2199999999998
2024-04-04 11:00:00,3340.37,-451.16849999999977,3318.7326923076926,3311.4345454545455,23.133168473139822,-188598.7792999999,28.805987997839168,3358.311231357233,3275.8897686427663,5.980000000000018,7.870000000000346,-1.0399999999999636
2024-04-04 12:00:00,3347.72,513.4722000000002,3319.846923076923,3311.036909090909,21.79105257596919,-179239.1480999999,27.85127456942209,3358.0214455966952,3276.0365544033048,1.4100000000003092,6.670000000000073,7.359999999999673
2024-04-04 13:00:00,3365.77,605.4650000000001,3321.7023076923074,3310.734909090909,21.590149426282235,-160589.2010999999,28.23975495732051,3365.213934573622,3272.969065426378,0.5100000000002183,14.7199999999998,18.059999999999945
