Date,Close,Delta_volume,SMA_26,SMA_55,adx,obv,bb_bbh,bb_bbl,lower_wick,upper_wick,body_size
2024-04-03 06:00:00,66350.79,151.9034999999999,65874.56384615385,67695.20581818181,46.608049243819345,-20544.76348,66431.01638742031,65003.6616125797,25.110000000000582,26.210000000006403,273.679999999993
2024-04-03 07:00:00,66135.99,-106.21095000000008,65850.38461538461,67603.99,45.21613043342159,-21620.650090000003,66477.82553597665,65008.18246402335,22.680000000007567,133.08000000000175,-214.79999999998836
2024-04-03 08:00:00,66518.04,394.3338000000001,65836.96423076923,67525.78618181818,43.53306827783236,-19638.31863,66585.6959372886,65017.55706271136,145.97999999999593,124.32000000000698,382.0599999999977
2024-04-03 09:00:00,66484.58,78.44224000000008,65838.08269230768,67446.10618181819,41.97022484764237,-21106.120170000002,66655.51851705021,65073.77248294978,151.58000000000175,119.3799999999901,-33.470000000001164
2024-04-03 10:00:00,66197.62,-107.58562000000006,65836.45192307692,67366.2809090909,41.0208956881167,-22609.045110000003,66689.3676549227,65089.45434507729,177.61999999999534,35.21999999998661,-286.95000000001164
2024-04-03 11:00:00,66059.76,-40.978160000000116,65835.645,67286.82218181819,40.79887983176051,-24145.911430000004,66605.38402047966,65290.41397952035,521.6999999999971,26.369999999995343,-137.8700000000099
2024-04-03 12:00:00,65899.99,73.55923000000007,65832.41384615385,67227.41327272727,40.59272225085833,-25430.136920000004,66597.23784030824,65334.168159691784,170.2600000000093,160.25,-159.75999999999476
2024-04-03 13:00:00,65804.01,116.33868000000007,65839.38769230769,67158.12327272727,40.52840463717792,-26598.216440000004,66590.39499321762,65360.611006782376,169.0,120.83000000000175,-95.99000000000524
2024-04-03 14:00:00,66627.93,274.68226000000004,65888.70846153845,67104.17763636363,38.239434273784056,-23661.393120000004,66688.0179579809,65344.68004201911,0.00999999999476131,275.70000000001164,823.9199999999983
2024-04-03 15:00:00,65836.01,-57.60676999999987,65912.23961538462,67039.58436363637,36.267631316677424,-25595.709430000003,66687.32894307356,65337.480056926455,120.33999999999651,20.070000000006985,-791.9199999999983
2024-04-03 16:00:00,66194.5,743.2715500000002,65931.17,66981.39345454545,34.43667142793554,-23642.1048,66697.62739842467,65381.58860157535,45.80999999999767,355.5,358.4799999999959
2024-04-03 17:00:00,65952.01,-96.51774,65972.01653846154,66915.90254545453,32.73649438838952,-24755.108480000003,66692.7212604273,65412.41773957273,122.13999999999942,181.49000000000524,-242.5
2024-04-03 18:00:00,66003.07,-185.20566000000008,65989.67653846153,66853.04909090909,31.87068894946311,-22970.89138,66693.38157321715,65430.468426782834,500.3799999999974,116.60999999998603,51.070000000006985
2024-04-03 19:00:00,65784.0,-318.46348999999987,65996.44538461538,66779.2830909091,30.984455968547763,-24552.06549,66662.43944178251,65493.41155821745,69.7100000000064,146.91999999999825,-219.08000000000175
2024-04-03 20:00:00,65712.01,119.53796999999986,65992.63769230769,66703.50145454546,30.496629666863615,-26610.75704,66615.8383844057,65572.41461559427,180.0899999999965,55.99000000000524,-72.0
2024-04-03 21:00:00,65918.71,27.062399999999798,65992.78423076923,66649.18581818181,29.761641294180773,-25310.03004,66610.31681639266,65590.56418360733,235.37000000000262,16.769999999989523,206.7100000000064
2024-04-03 22:00:00,66140.0,321.1904499999998,66011.61384615385,66611.05581818182,28.226063228059108,-23490.07943,66614.32932154291,65609.9026784571,67.63999999999942,103.05000000000291,221.2899999999936
2024-04-03 23:00:00,65963.28,-89.24543000000006,66022.0176923077,66563.73072727272,26.656668936173286,-24079.62052,66602.35436506993,65595.62663493004,13.279999999998836,157.38999999999942,-176.72999999999593
2024-04-04 00:00:00,66288.0,34.52674999999999,66040.17307692306,66518.96690909092,25.49586307745599,-23251.86423,66598.07378049217,65596.66621950782,139.27000000000407,66.83000000000175,324.7299999999959
2024-04-04 01:00:00,66143.99,-58.19587000000001,66066.32692307692,66468.3649090909,24.41797192293279,-23790.23066,66601.72552121426,65599.70347878574,123.99000000000524,8.0,-144.00999999999476
2024-04-04 02:00:00,65744.38,-295.56116,66080.03423076923,66397.38981818182,24.615657381345795,-25360.27326,66580.51361002804,65560.27438997196,289.83000000000175,8.009999999994761,-399.6100000000006
2024-04-04 03:00:00,65620.01,-53.614329999999995,66073.40269230769,66322.66163636364,24.799222449872158,-26194.24245,66589.8181152282,65499.3718847718,77.97999999999593,52.20999999999185,-124.3700000000099
2024-04-04 04:00:00,65480.41,-319.8127299999999,66057.015,66248.01454545456,25.775831419126558,-27807.89538,66545.28240470795,65440.14459529205,415.8900000000067,79.42999999999302,-139.5899999999965
2024-04-04 05:00:00,65591.57,-40.246080000000006,66032.62192307692,66173.10145454545,26.64428092147941,-27082.626340000003,66478.30296134122,65417.82303865877,96.41000000000349,119.00999999999476,111.16000000000349
2024-04-04 06:00:00,65768.0,-25.730230000000006,66011.37538461538,66102.52327272727,27.080503403934703,-26432.148810000002,66449.3988710965,65403.765128903484,42.90000000000873,46.69000000000233,176.42999999999302
2024-04-04 07:00:00,66091.6,-96.83087,66011.93307692307,66043.29636363637,26.006147317661767,-24682.23124,66452.79410538594,65403.553894614066,106.95999999999185,198.72000000000116,323.59000000001106
2024-04-04 08:00:00,66220.01,-39.210560000000044,66006.90307692307,65985.63981818182,24.619345557408916,-23680.42886,66483.69043961147,65404.65956038854,63.58999999999651,215.0100000000093,128.41999999999825
2024-04-04 09:00:00,66273.37,0.5842400000000225,66012.18692307692,65972.50109090909,23.331601065745556,-22973.14454,66521.37447431147,65413.911525688534,48.020000000004075,133.18000000000757,53.34999999999127
2024-04-04 10:00:00,66278.62,155.11807999999996,66002.97846153847,65964.76745454545,21.9549434937577,-22139.88954,66437.56228157833,65462.79271842168,132.11000000000058,190.3700000000099,5.239999999990687
