Date,Close,Delta_volume,SMA_26,macd,adx,stoch_k,stoch_d,stochrsi,ao,bb_bbh,bb_bbl,daily_return,lower_wick,upper_wick,body_size
2023-04-06 12:00:00,28090.39,85.99625000000015,28122.66653846154,-55.035007267972105,24.490223215053227,35.65695488721799,26.670813198265723,0.3156927688926444,-167.8156764705891,28561.52538760336,27726.30261239664,0.518401518382916,195.5099999999984,90.65999999999985,144.88000000000102
2023-04-06 16:00:00,28017.77,-212.34007999999994,28109.583461538463,-59.6797404810859,24.598964545136912,28.831766917293272,28.843358395989984,0.204722905619798,-183.00808823529587,28549.98326459009,27714.248735409914,-0.2585225765822319,66.86999999999898,75.4900000000016,-72.61999999999898
2023-04-06 20:00:00,28033.82,35.35680999999977,28106.083846153844,-61.358323591288354,24.84801291970349,30.340225563909748,31.609649122807003,0.23464902646570096,-172.8481470588231,28549.852062972535,27712.613937027465,0.05728507300901686,117.77000000000044,88.04999999999927,16.049999999999272
2023-04-07 00:00:00,28038.66,-10.523840000000291,28109.730384615385,-61.5881157877011,25.079272124658168,30.795112781954874,29.9890350877193,0.24425601004108924,-161.92549999999756,28549.153441650706,27709.070558349296,0.01726486080027012,107.31000000000131,61.340000000000146,4.829999999998108
2023-04-07 04:00:00,27839.78,-416.70136,28096.957692307693,-76.93136476451764,25.768947693614813,12.103383458646507,24.412907268170375,0.0,-140.20526470588084,28545.224952164088,27716.977047835917,-0.7093063648548115,72.84000000000015,24.06000000000131,-198.88999999999942
2023-04-07 08:00:00,27840.9,-401.83701999999994,28100.305769230767,-87.98637333878287,26.409360721931698,12.50240615976915,18.46696746679018,0.002314765339080658,-144.28488235294208,28546.44616973195,27714.33983026805,0.004023020296872737,54.79000000000087,120.7699999999968,1.110000000000582
2023-04-07 12:00:00,27944.1,320.01284999999916,28099.742692307693,-87.41253249709553,26.85705576145735,22.435033686236626,15.680274434884097,0.21751408731937671,-160.25435294118142,28547.960812898014,27705.10518710199,0.3706776720580063,40.88999999999942,40.650000000001455,103.20999999999913
2023-04-07 16:00:00,27897.52,-191.05251999999973,28086.042307692307,-89.68257135335443,27.272772583874026,17.951876804619868,17.629772216875217,0.2781935696104849,-165.6777352941208,28532.657323810607,27681.208676189388,-0.16668992739075073,41.52000000000044,9.380000000001019,-46.56999999999971
2023-04-07 20:00:00,27906.33,-95.72463999999991,28080.459615384618,-89.7362761968252,27.464536200785087,32.716400911161976,24.367770467339493,0.3174428352816996,-170.88050000000294,28534.28407778209,27667.21092221792,0.031579868031283986,58.48999999999796,74.40999999999985,8.820000000003347
2023-04-08 00:00:00,28023.39,305.4267100000002,28078.240769230768,-79.41759735684536,27.086980332023263,53.03735144312384,34.568543052968565,1.0,-149.66400000000067,28525.24679075736,27659.662209242648,0.4194747213266625,47.31999999999971,36.0,117.04999999999927
2023-04-08 04:00:00,28086.22,279.1044399999996,28089.24923076923,-65.41603875165674,26.102293457638474,79.65608746417615,55.13661327282066,1.0,-107.45535294117508,28519.986939094306,27656.99706090569,0.22420556542230852,49.25,68.77000000000044,62.830000000001746
2023-04-08 08:00:00,28016.09,-214.83563999999978,28095.442692307694,-59.29509068489642,25.187941359995456,64.9058610786088,65.86643332863626,0.731954878885061,-75.66141176470774,28439.966570365374,27684.154429634626,-0.24969540222927744,25.520000000000437,28.719999999997526,-70.13000000000102
2023-04-08 12:00:00,28014.7,-126.49062999999978,28095.188846153847,-53.93463176438672,24.552711540137697,64.61014785661125,69.72403213313207,0.7265235237423103,-55.104882352941786,28349.19120886207,27723.878791137937,-0.004961434661299169,64.70000000000073,40.909999999999854,-1.389999999999418
2023-04-08 16:00:00,27924.13,-228.56080999999995,28081.135384615387,-56.3451595985789,24.361225805916526,40.39670571859443,56.63757155127149,0.3721530865349916,-50.07488235294659,28211.604305382276,27798.44069461773,-0.323294556072351,52.02000000000044,5.290000000000873,-90.57999999999811
2023-04-08 20:00:00,27938.38,-36.127140000000054,28077.610000000004,-56.45488756441409,24.183417624139725,42.97388078407814,49.32691145309462,0.4404722291985874,-59.3296176470576,28208.57545434846,27792.19854565155,0.05103113328865927,38.27000000000044,49.029999999998836,14.25
2023-04-09 00:00:00,28027.71,232.00079000000005,28071.396923076925,-48.7714563403315,23.261036796003403,67.20010307949967,50.19022986072408,0.8632680541757065,-64.76982352941195,28167.206128049493,27812.274871950514,0.3197393692834005,13.479999999999563,55.7400000000016,89.32999999999811
