Date,Close,Delta_volume,SMA_26,macd,adx,stoch_k,stoch_d,stochrsi,ao,bb_bbh,bb_bbl,daily_return,lower_wick,upper_wick,body_size
2018-05-04,785.99,1341.3556899999967,594.7376923076923,73.94352231217817,70.42847267761118,89.98623681027652,90.569124362848,0.5088057946323352,167.03088235294103,791.6793193379242,480.78968066207585,0.897304236200247,22.090000000000032,24.00999999999999,6.990000000000009
2018-05-05,819.5,8661.466059999992,610.8938461538462,79.13391980256222,70.08968448611981,94.59903143724864,93.01100474538299,0.6127739881183438,180.0939117647058,817.7556386599517,483.2753613400482,4.263413020521889,4.240000000000009,13.159999999999968,33.700000000000045
2018-05-06,794.3,455.11599999998,625.4411538461538,80.28840308075416,68.75476040779988,81.4389015274618,88.67472325832898,0.35478208473685546,196.92670588235285,830.2980427273163,499.0169572726837,-3.075045759609518,41.809999999999945,20.49000000000001,-25.200000000000045
2018-05-07,752.49,-26960.507459999993,637.8630769230768,76.9426745598987,65.98788211834052,64.45401364965875,80.16398220478972,0.0,201.13391176470577,829.140608146902,525.1673918530983,-5.263754249024288,51.49000000000001,4.840000000000032,-41.809999999999945
2018-05-08,748.99,-3534.915649999981,647.6061538461538,73.16533541039769,63.41863799241397,63.032174195645105,69.64169645758854,0.0,192.64008823529412,826.3971560919621,550.2008439080381,-0.46512246009913216,28.970000000000027,24.0,-4.009999999999991
2018-05-09,751.75,1457.468359999999,657.4769230769232,69.59225960482968,60.753257455971415,63.23180132505521,63.572663056786354,0.020857351372639138,172.48497058823546,826.5203587192441,568.438641280756,0.3684962416053539,38.73000000000002,8.990000000000009,2.759999999999991
2018-05-10,722.52,1102.7282100000011,665.9323076923077,63.66802916337542,58.43383244072129,44.696577373946596,56.98685096488231,0.0,149.14758823529417,826.7401098282421,578.7618901717578,-3.8882607249750567,2.519999999999982,17.480000000000018,-29.879999999999995
2018-05-11,676.96,-14946.06302999999,671.4353846153846,54.66656053644249,54.76601788061458,23.247493055882494,43.725290584961435,0.0,120.55200000000002,822.7093859643282,590.0016140356718,-6.305707800476101,13.960000000000036,14.710000000000036,-45.559999999999945
2018-05-12,684.11,-9113.187750000012,678.0757692307693,47.561517475039864,50.99915711425387,26.613624593945662,31.519231674591584,0.037528624584921476,95.00520588235293,819.6849802123969,599.3450197876033,1.0561923895060277,43.75999999999999,6.090000000000032,7.149999999999977
2018-05-13,729.08,3984.0691100000113,686.7880769230768,45.04022712807159,48.21295735452311,47.78494421166612,32.54868728716476,0.2560233822401748,77.46920588235287,820.0786060649688,607.3503939350313,6.573504261010665,18.25,12.919999999999959,44.520000000000095
2018-05-14,727.49,-4749.300880000024,694.5342307692307,42.42474064964267,45.65971421430727,47.03639188362129,40.478320229744355,0.24569693905805323,64.24420588235296,821.3825220157909,608.6374779842091,-0.21808306358699348,41.49000000000001,14.819999999999936,-1.5900000000000318
2018-05-15,704.91,3198.764670000004,699.7946153846153,38.09084394261549,43.28884558410685,34.67769234489092,43.16634281339278,0.09891181614910494,50.06385294117649,816.1945104193549,622.5164895806452,-3.103822732958539,9.909999999999968,12.509999999999991,-22.58000000000004
2018-05-16,706.29,103.49915000000328,703.2253846153847,34.37134260300593,40.55620466077087,35.34503602688714,39.01970675179979,0.10639504066811804,41.699205882353,814.9896954813518,628.1993045186481,0.19576967272416645,31.389999999999986,6.550000000000068,1.3799999999999955
2018-05-17,667.62,-3436.281389999989,705.6388461538462,27.980720840029676,37.74281243595345,16.644905459645035,28.889211277141033,0.0,42.02788235294122,812.6828359751171,632.9221640248829,-5.475088136601103,5.6200000000000045,12.450000000000045,-39.17999999999995
2018-05-18,692.6,2858.138610000009,708.3957692307691,24.64766138652942,35.10948559378206,28.72479326853329,26.90491158502182,0.12866542236285305,31.13511764705879,812.4011359349324,634.1778640650678,3.7416494412989554,11.620000000000005,2.2999999999999545,24.980000000000018
2018-05-19,697.0,1275.3033700000087,710.3923076923076,22.1064021407783,33.09179667244512,30.852555732869078,25.407418153682467,0.1834085484700556,22.823764705882354,812.3002624202736,634.8937375797263,0.6352873231302292,10.950000000000045,20.799999999999955,3.740000000000009
2018-05-20,716.16,1137.4485399999976,710.9530769230769,21.391895299910175,31.496030357892746,49.993973725442906,36.52377424228176,0.44231377301194624,15.51985294117651,811.3107775817804,640.4212224182196,2.7489239598278203,8.600000000000023,13.720000000000027,19.159999999999968
2018-05-21,696.7,-8690.183309999993,713.98,19.035949537977558,30.002485190440257,44.1585535465925,41.66836100163483,0.23730611426351444,12.035147058823554,810.0740741626457,644.127925837354,-2.7172698838248355,8.700000000000045,4.300000000000068,-19.459999999999923
2018-05-22,640.99,-5844.571360000002,713.1907692307692,12.529086624349588,28.435516921423815,5.699443956687128,33.28399040957418,0.0,3.0608235294117776,814.4322604221521,635.012739577848,-7.996268121142536,3.669999999999959,2.5,-56.110000000000014
2018-05-23,577.19,-15370.02773999999,710.641923076923,2.1988768017139364,28.405340058260858,8.190394511149254,19.34946400480963,0.0,-11.134470588235217,821.4239784628037,607.8400215371962,-9.953353406449395,17.190000000000055,28.139999999999986,-63.66999999999996
2018-05-24,602.18,-833.216390000016,707.5388461538461,-3.926146584131061,28.528155957501813,26.91077875193396,13.600205739923448,0.18816341085237187,-34.691794117646964,817.5903436453981,593.292656354602,4.329596839862071,27.190000000000055,9.920000000000073,24.989999999999895
2018-05-25,585.55,-1801.2346099999995,703.4888461538461,-10.006821355558031,28.48743457839522,18.334192882929322,17.811788715337514,0.10569955880786175,-57.77776470588242,804.6627232887215,582.8252767112785,-2.761632734398356,16.84999999999991,15.379999999999995,-16.530000000000086
2018-05-26,586.0,2123.125899999999,700.228076923077,-14.62094750005997,28.449621869224814,18.566271273852504,21.270414302905262,0.10930887219917317,-79.34520588235296,793.6400436719733,573.0179563280268,0.07685082401163168,7.239999999999895,21.620000000000005,0.44000000000005457
2018-05-27,570.4,2623.715650000013,696.3203846153847,-19.313827556293063,28.774695071733664,10.520887055183074,15.807117070654968,0.0279088527730712,-96.36332352941179,790.11626717524,558.3327328247601,-2.662116040955631,12.970000000000027,5.970000000000027,-15.629999999999995
2018-05-28,511.5,-7404.514179999998,689.5103846153846,-27.469060334751475,29.824301981963906,2.304502116379489,10.463886815138356,0.0,-106.99644117647063,792.9055945947935,531.7944054052066,-10.32608695652174,5.389999999999986,5.3900000000001,-59.309999999999945
