Date,Close,Delta_volume,SMA_26,SMA_55,adx,obv,atr,bb_bbh,bb_bbl,body_size
2024-04-24,64289.59,203.32301000000007,66838.22038461539,67174.24581818182,19.25333279928164,95272.95759799998,3407.5409118122006,71952.76782121198,60783.900178788026,-2124.4100000000035
2024-04-25,64498.34,-1724.2042000000001,66642.68807692308,67212.61745454546,19.868616398127976,126614.42097799998,3342.997989539901,71801.60159499424,60602.838405005765,208.75999999999476
2024-04-26,63770.01,55.27948000000106,66353.84192307692,67245.03072727272,20.439951168485287,99529.22751799999,3212.9645617156225,71497.69098072949,60394.150019270535,-728.3199999999997
2024-04-27,63461.98,-1125.1540199999981,66115.84884615385,67251.35818181818,21.28614368431102,78596.16699799999,3092.9078073073642,71071.01058611882,60230.98941388118,-308.0199999999968
2024-04-28,63118.62,-1066.5238299999992,66025.64230769231,67158.13836363638,21.774338463706446,61646.96694799999,2985.485821071124,70001.97304624248,60449.888953757516,-343.3600000000006
2024-04-29,63866.0,-177.04072999999698,65944.97769230769,67160.72,22.59522920120662,89797.19641799998,2948.1525481374724,69414.82757408253,60509.03442591745,747.3799999999974
2024-04-30,60672.0,-2176.8230699999986,65644.37038461538,67062.50109090909,24.136719543437568,34849.54106799998,3133.4559375562244,68475.1248002093,60452.829199790685,-3194.0
2024-05-01,58364.97,-4759.320689999993,65280.691538461535,66908.71563636363,26.177747811011642,-46316.92716200002,3215.9812277307797,67885.70981712855,59878.11818287146,-2307.040000000001
2024-05-02,59060.61,-1102.3122099999964,64902.40730769231,66743.92327272728,28.072988345187564,1266.8924479999769,3180.06542575001,67714.42998122674,59243.807018773274,695.6399999999994
2024-05-03,62882.01,662.4852500000052,64653.23884615384,66645.1730909091,27.657087220104636,44895.293877999975,3275.8950381964382,67664.75567773143,59189.231322268584,3821.4100000000035
2024-05-04,63892.04,973.7191600000006,64356.00961538462,66553.10327272727,26.700214743765684,69263.98669799998,3184.6861068966928,67458.17001906814,59218.83698093187,1010.0299999999988
2024-05-05,64012.0,-616.8815099999993,64158.54807692308,66406.44690909091,25.761554713073114,87790.73698799998,3087.482099261215,67498.18135606684,59238.026643933175,119.97000000000116
2024-05-06,63165.19,-315.7988699999987,63871.39846153847,66255.77745454546,24.479496468478466,53115.817497999975,3066.9476635996994,67462.90943264721,59210.478567352795,-846.8099999999977
2024-05-07,62312.08,-594.0291000000034,63575.46961538462,66060.1350909091,23.46844490391825,27517.022777999973,3002.2664019140066,67435.24939359287,59341.60960640714,-853.0999999999985
2024-05-08,61193.03,-782.026460000001,63347.64307692308,65874.75490909092,23.06807328792127,1395.8327379999719,2940.1202303487203,67432.40385019997,59116.7501498,-1119.0400000000009
2024-05-09,63074.01,-420.77668000000267,63314.93153846154,65757.92145454546,22.475323693488683,32056.638837999973,2930.042356752383,67388.39739207758,59086.356607922404,1880.9800000000032
2024-05-10,60799.99,-395.6767699999982,63127.9373076923,65676.09163636364,22.105801784553957,-4472.701412000028,2955.182902698641,67233.6205795715,58827.073420428474,-2274.010000000002
2024-05-11,60825.99,-928.3782599999995,63028.16807692308,65538.50090909092,21.762674297686,8901.867947999972,2817.5205525058814,67036.44936119384,58612.72863880615,26.0
2024-05-12,61483.99,80.6898000000001,62939.34500000001,65427.11909090909,21.20774224468815,21655.000307999973,2707.554798755461,66381.82252920959,58733.82247079042,658.0
2024-05-13,62940.08,702.3988700000045,63003.29538461538,65445.34963636364,19.77364613311232,54388.41869799997,2707.0715988443567,65783.75856813486,58984.49443186514,1456.0800000000017
2024-05-14,61577.49,-1457.091550000001,62930.50346153846,65331.47654545454,18.44198545807762,25299.69828799997,2654.822913212617,65548.20596874104,58948.83703125895,-1362.5999999999985
2024-05-15,66206.5,35.93468999999459,63022.368461538455,65344.29890909091,18.618147662091808,68859.44547799998,2831.2419908402876,65936.63981198719,58731.219188012794,4629.010000000002
2024-05-16,65235.21,183.85815999999977,63033.7,65370.45472727273,18.90184282187911,37753.07837799998,2782.527562923124,66179.33394966504,58635.045050334935,-971.2999999999956
2024-05-17,67024.0,309.95640999999887,63113.809615384605,65425.61818181818,19.43860612238682,64045.312467999975,2751.262737000044,66844.71124971924,58325.86975028073,1788.7900000000009
2024-05-18,66915.2,-618.9892599999985,63117.49730769231,65420.25836363636,19.937029187143974,49604.054727999974,2611.8875415000407,67432.5071916893,58117.73180831072,-108.80000000000291
2024-05-19,66274.01,-640.9539500000028,63112.11307692307,65354.69472727273,19.88148291340039,31578.750637999972,2556.949145678609,67778.5229574269,58012.51704257309,-641.1900000000023
2024-05-20,71446.62,2768.3587800000023,63387.38346153846,65381.21509090909,21.221729684094964,82395.45173799997,2763.970635272994,69460.71327273647,57407.788727263534,5172.619999999995
2024-05-21,70148.34,-234.87537999999768,63604.69115384615,65393.54872727273,22.60019501026417,32788.01813799998,2767.691304182066,70252.86937039297,57793.969629607025,-1298.2799999999988
2024-05-22,69166.62,-1423.6056400000016,63812.25307692307,65364.203636363636,23.656631498130853,5114.837877999977,2700.2712110262037,70705.23503329507,58352.204966704914,-981.7200000000012
2024-05-23,67969.65,-930.8713599999974,63985.625,65330.00563636364,23.07622093163985,-35398.33586200002,2777.6775530957602,71085.17834331607,58481.025656683916,-1196.9700000000012
2024-05-24,68549.99,592.7611399999987,64194.523846153854,65311.23854545454,22.537268262755344,-7302.49922200002,2768.5491564460635,71510.48115739955,58521.51784260044,580.3300000000017
2024-05-25,69290.57,-426.47436000000016,64403.16115384615,65275.066909090914,22.191175133619584,4827.894957999979,2650.081359557059,72014.35051262454,58545.50548737545,740.5800000000017
2024-05-26,68507.67,-2.8763099999996484,64704.53307692308,65254.30090909091,21.637093667177005,-7044.22301200002,2563.234119588698,72348.24792241132,58745.85607758868,-782.8899999999994
2024-05-27,69436.43,282.31610999999975,65130.35846153846,65326.52709090908,21.628183029435537,16092.70435799998,2554.2573967609337,72735.62969418029,59070.9093058197,928.7599999999948
2024-05-28,68398.39,-1536.7749000000003,65489.50384615384,65370.80181818182,20.99970510928316,-16530.26606200002,2537.08901127801,72818.6750064262,59708.39999357381,-1038.0399999999936
2024-05-29,67652.42,337.2875899999999,65672.98115384615,65355.61327272727,20.31951198028135,-39690.09755200002,2485.2276533295803,72904.27452357463,60080.64147642539,-745.9799999999959
2024-05-30,68352.17,-329.4853000000003,65844.52461538461,65365.277818181814,19.97481922007646,-11211.87915200002,2477.139963806039,72765.14157652951,60974.9924234705,699.7599999999948
2024-05-31,67540.01,-174.1182000000008,65980.2173076923,65340.62345454546,19.340052575718236,-37902.20099200002,2469.779966391322,72410.06574181923,62001.470258180794,-812.1600000000035
2024-06-01,67766.85,-367.12043000000085,66157.20423076923,65311.65,18.750626405957032,-29064.539662000017,2327.0499687919414,72014.92886354588,63024.893136454106,226.84000000001106
2024-06-02,67765.63,94.14224999999897,66366.95615384614,65241.570545454546,18.529216307396773,-44490.86495200002,2246.727113878231,71734.78025472916,63787.596745270836,-1.209999999991851
2024-06-03,68809.9,983.9714999999997,66659.9126923077,65235.45963636363,19.244423379093917,-14857.490952000018,2277.355177172644,70922.57463723405,65323.043362765944,1044.2799999999988
2024-06-04,70537.84,226.14978999999948,66946.98307692308,65233.764363636365,20.241654314535257,14762.29393799998,2292.98195023174,71182.45698213481,65496.2950178652,1727.949999999997
2024-06-05,71108.0,-282.71298000000024,67343.445,65253.79654545454,21.450206618130697,43465.47475799998,2227.3646680723296,71343.0153720848,65923.01562791521,570.1699999999983
2024-06-06,70799.06,-1267.2222899999979,67727.02461538462,65320.75181818181,22.338816487712155,21623.470267999983,2181.292906067163,71582.59303372387,66060.94396627614,-308.9400000000023
2024-06-07,69355.6,-960.8894299999956,68029.77884615384,65419.49890909091,21.81737264616171,-13974.980182000014,2280.9876984909374,71569.16297032828,66318.41402967171,-1443.4599999999919
2024-06-08,69310.46,-229.36895000000004,68274.79346153847,65485.83745454546,21.33317479329344,-23748.809852000013,2147.6442914558697,71419.7747148438,66771.4472851562,-45.13999999999942
2024-06-09,69648.14,-123.18116999999984,68585.20307692308,65599.07654545455,21.0399237180247,-13858.242762000013,2046.1625563518787,71085.35059439323,66926.02340560679,337.679999999993
2024-06-10,69540.0,-298.6644899999992,68713.41461538462,65703.56036363637,20.963089806691496,-30980.91217200001,1973.125945183888,71004.3749236056,66946.16507639438,-108.14999999999418
2024-06-11,67314.24,-1756.3694800000012,68793.37730769231,65813.32163636365,20.15621251081613,-72416.928052,2084.9748062421813,71033.79833155044,66731.50366844956,-2225.7599999999948
2024-06-12,68263.99,776.4580600000045,68841.06923076924,65900.48363636364,19.14313793635486,-35241.604492000006,2157.04803436774,71027.25123695562,66767.48476304438,949.7600000000093
2024-06-13,66773.01,-1307.2755700000016,68835.60038461538,65954.2109090909,18.570196572261118,-64321.16020200001,2159.938889055759,71128.70673191235,66488.33126808766,-1490.9700000000012
2024-06-14,66043.99,-1169.3707499999982,68826.75346153846,65974.27272727272,18.646440775624566,-92729.348172,2169.3889684089195,71246.17418829819,66046.20581170182,-729.0199999999895
2024-06-15,66228.25,-461.7607599999992,68626.04692307692,65997.67454545455,18.717238964462048,-81277.545752,2058.8168992368533,71338.17862812662,65726.25937187337,184.25999999999476
2024-06-16,66676.87,107.58108999999968,68492.52884615384,65995.08454545455,18.3818782490824,-71885.023522,1980.6299778627922,71279.06373226564,65509.41826773438,448.61999999999534
2024-06-17,66504.33,47.62010999999984,68390.13307692307,65996.72690909091,18.566602506099482,-99271.192032,1994.0714080154498,71299.65080429663,65299.42519570338,-172.52999999999884
2024-06-18,65175.32,-2197.275220000003,68282.65884615385,66012.8310909091,19.264911372363873,-141621.294472,2032.225593157203,71463.19146014492,64888.17453985505,-1329.010000000002
2024-06-19,64974.37,518.7678400000004,68145.135,66021.48618181818,19.91334103389509,-161682.09023200002,1962.890907931688,71575.6959126168,64437.890087383224,-200.9499999999971
2024-06-20,64869.99,-607.5316300000013,67975.1126923077,66041.48581818181,19.864748112688204,-185947.38054200003,1960.0979859365673,71692.99189266494,64053.59210733506,-104.38000000000466
2024-06-21,64143.56,-907.04522,67807.2623076923,66053.87818181817,20.434919936918043,-211940.94496200004,1940.6131297982413,71844.08356242113,63540.17143757887,-726.4300000000003
2024-06-22,64262.01,203.6254799999997,67608.24615384615,66074.66709090909,20.96436520227432,-204631.98954200002,1845.068620526938,71929.2074059859,63104.68559401408,118.45000000000437
2024-06-23,63210.01,-275.09519000000046,67408.69307692308,66062.73999999999,21.83888941660143,-212856.44401200002,1809.1837190607282,71983.53532643014,62490.36867356987,-1052.0
2024-06-24,60293.3,-3170.165580000001,67125.65,66055.85454545454,24.239577935791694,-265017.798152,2034.7991676992478,72104.70971915494,61344.74028084507,-2916.709999999999
2024-06-25,61806.01,-469.07445000000007,66873.87461538462,66118.4189090909,26.468788703611228,-233828.554542,2043.9520842921588,71651.75837149525,60867.49262850474,1512.7099999999991
2024-06-26,60864.99,384.38842999999906,66617.14307692308,66151.22581818183,28.47822514448074,-256314.219172,2024.79907827129,71220.70220405958,60305.141795940406,-941.0200000000041
2024-06-27,61706.47,252.24368999999933,66384.05153846154,66129.85236363637,30.37345296712454,-237969.93286200002,2007.498429823341,70849.63055342267,59911.30044657734,841.489999999998
2024-06-28,60427.84,501.8856100000012,66101.82884615385,66066.86690909091,32.28703052433595,-262791.125412,2018.5563991216736,70498.66184703558,59374.00715296442,-1278.6200000000026
