Date,Close,Delta_volume,SMA_26,SMA_55,adx,obv,atr,bb_bbh,bb_bbl,body_size
2025-01-01 13:30:00,93776.51,-2.0862199999999973,93528.78346153846,93677.75345454547,22.92330464230175,2.620609999999999,209.34596214474476,93923.26398031472,93066.51901968528,47.20999999999185
2025-01-01 13:45:00,94031.76,62.26473999999999,93538.23461538462,93684.58218181819,23.599393711269148,120.33157,215.73482199154824,94011.49889269516,93038.61410730482,255.25
2025-01-01 14:00:00,94245.19,85.09460999999999,93557.62076923078,93693.36927272727,25.345786292796152,369.90472,230.49019184929566,94140.24162991956,93001.67537008043,213.41999999999825
2025-01-01 14:15:00,93919.99,-12.846890000000002,93566.69346153845,93694.00527272727,26.074941801105137,213.29225,243.4687495743461,94162.65294101273,93057.07205898728,-325.1899999999878
2025-01-01 14:30:00,93976.51,-4.546379999999999,93575.54423076923,93686.28472727272,25.614593041499393,416.27684999999997,259.54383889046454,94176.99244335115,93129.75255664888,56.51999999998952
2025-01-01 14:45:00,94175.89,6.254969999999986,93604.75499999999,93686.7,25.4658296237744,559.0136,263.2278503982882,94249.55847584046,93133.46952415953,199.36999999999534
2025-01-01 15:00:00,93982.33,-27.71472,93624.21153846153,93689.54490909092,25.45852406201403,458.68294000000003,270.55086108412473,94274.47386275831,93168.36013724169,-193.55999999999767
2025-01-01 15:15:00,94160.5,-12.079909999999998,93652.36692307693,93693.86054545455,25.451740326093688,579.85051,274.4472281495438,94324.11702517998,93193.74197482002,178.16999999999825
2025-01-01 15:30:00,94247.18,17.272230000000008,93687.75269230768,93705.48672727274,25.47422640784281,659.2401,266.1738547102903,94379.18207721369,93223.59892278633,86.67999999999302
2025-01-01 15:45:00,94432.94,5.954849999999993,93737.4076923077,93716.99472727274,26.32979732486633,844.43623,265.52000794526987,94453.55972097769,93259.8922790223,185.75
2025-01-01 16:00:00,94274.63,16.71045000000001,93782.34307692308,93726.66945454547,27.124256033531022,645.4143,263.84000737775057,94475.7964520273,93331.96054797272,-158.30999999999767
2025-01-01 16:15:00,94149.98,0.0772399999999891,93810.68615384615,93730.81709090908,26.87735690823416,519.4659,257.75286399362625,94484.66773663496,93389.49926336505,-124.63999999999942
2025-01-01 16:30:00,94017.38,-2.654139999999998,93835.03653846154,93729.33472727273,26.18636263135216,409.83058000000005,251.5848022797964,94483.35562348383,93433.22537651617,-132.61000000000058
2025-01-01 16:45:00,94090.49,-19.99239000000002,93861.19961538461,93731.41618181817,25.009734687431894,555.49877,245.65017354552523,94462.017126898,93519.14887310199,73.1200000000099
2025-01-01 17:00:00,93863.12,-8.353399999999993,93879.09038461538,93732.00218181818,23.58092967474081,465.00085,247.5165897208448,94418.17887700404,93604.16112299598,-227.38000000000466
2025-01-01 17:15:00,93973.11,8.164850000000001,93903.97038461539,93734.11254545455,22.053145956566404,558.3074,246.88183331221336,94418.9631097143,93611.85689028571,109.99000000000524
2025-01-01 17:30:00,94027.41,3.4095099999999974,93930.73307692308,93737.55563636363,20.777208204837986,609.21153,237.51384521848354,94416.80160323,93638.50939677002,54.29000000000815
2025-01-01 17:45:00,94143.85,-5.078630000000004,93956.03961538462,93745.42218181818,20.073248171473555,678.37088,241.3635705600207,94423.98088389312,93663.63911610688,116.45000000001164
2025-01-01 18:00:00,93999.51,-0.17141999999999769,93971.66538461538,93750.17527272727,19.419570997635155,629.51746,239.7904583771618,94398.52849790585,93723.22950209412,-144.33000000000175
2025-01-01 18:15:00,94208.43,7.01182,94001.04192307693,93760.41709090908,19.221975813342876,678.72212,239.87185420736506,94391.55501476729,93778.11598523271,208.90999999998894
2025-01-01 18:30:00,94278.71,-7.901859999999999,94032.86230769231,93773.59527272727,19.340489339538998,763.6402,230.88100747826755,94392.8931168818,93826.99788311821,70.28000000001339
2025-01-01 18:45:00,94340.06,32.758610000000004,94050.23730769231,93786.3509090909,19.783024060101383,872.45235,224.8323640869625,94422.81101208409,93827.9099879159,61.33999999999651
2025-01-01 19:00:00,94353.01,-11.340019999999996,94072.18,93794.73763636364,20.27523395302621,940.91115,217.58362379503703,94440.35381389815,93821.14918610184,12.94999999999709
2025-01-01 19:15:00,94261.99,-17.113879999999995,94089.1503846154,93802.08927272727,19.935447501568387,861.67679,215.25693638110647,94446.58981286107,93849.11318713891,-91.02999999999884
2025-01-01 19:30:00,94447.76,6.787610000000001,94119.52076923077,93814.01181818183,20.099691086138602,957.64,221.48644092531322,94486.28104129853,93856.54695870148,185.76999999998952
